"id","appID","day","data","rewarded","user_id","lite"
"394","11","2018-02-28","{""type"":""break"",""breakCountPref"":2,""breakCount"":2}","t","41","f"
"395","6","2018-03-06","{}","f","54","f"
"396","7","2018-03-06","{}","f","54","f"
"397","1","2018-03-06","{}","f","52","f"
"398","2","2018-03-06","{}","f","52","f"
"399","1","2018-03-06","{""type"":""break"",""breakCountPref"":2,""breakCount"":3}","t","53","f"
"400","2","2018-03-06","{""type"":""break"",""breakCountPref"":2,""breakCount"":3}","t","53","f"
"401","5","2018-03-06","{""type"":""break"",""breakCountPref"":2,""breakCount"":4}","t","50","f"
"402","3","2018-03-05","{""type"":""break"",""breakCountPref"":2,""breakCount"":2}","t","55","f"
"403","4","2018-03-05","{""type"":""break"",""breakCountPref"":2,""breakCount"":2}","t","55","f"
"404","5","2018-03-07","{}","f","55","f"
"405","6","2018-03-07","{}","f","55","f"
"406","8","2018-03-07","{}","f","54","f"
"407","9","2018-03-07","{}","f","54","f"
"408","3","2018-03-07","{}","f","52","f"
"409","4","2018-03-07","{}","f","52","f"
"410","6","2018-03-07","{""type"":""break"",""breakCountPref"":2,""breakCount"":2}","t","50","f"
"411","7","2018-03-08","{""type"":""break"",""breakCountPref"":2,""breakCount"":3}","t","55","f"
"412","8","2018-03-08","{""type"":""break"",""breakCountPref"":2,""breakCount"":3}","t","55","f"
"413","3","2018-03-08","{""type"":""break"",""breakCountPref"":2,""breakCount"":2}","t","53","f"
"414","10","2018-03-08","{}","f","54","f"
"415","4","2018-03-09","{""type"":""break"",""breakCountPref"":2,""breakCount"":2}","t","53","f"
"416","7","2018-03-08","{""type"":""break"",""breakCountPref"":2,""breakCount"":4}","t","50","f"
"417","9","2018-03-09","{""type"":""break"",""breakCountPref"":2,""breakCount"":2}","t","55","f"
"418","10","2018-03-09","{""type"":""break"",""breakCountPref"":2,""breakCount"":2}","t","55","f"
"419","5","2018-03-08","{""type"":""break"",""breakCountPref"":2,""breakCount"":3}","t","52","f"
"420","11","2018-03-12","{}","f","54","f"
"421","12","2018-03-12","{}","f","54","f"
"422","8","2018-03-12","{""type"":""break"",""breakCountPref"":2,""breakCount"":5}","t","50","f"
"423","5","2018-03-12","{}","f","53","f"
"424","6","2018-03-12","{}","f","53","f"
"425","11","2018-03-12","{""type"":""break"",""breakCountPref"":2,""breakCount"":2}","t","55","f"
"426","12","2018-03-12","{""type"":""break"",""breakCountPref"":2,""breakCount"":2}","t","55","f"
"427","6","2018-03-05","{""type"":""break"",""breakCountPref"":2,""breakCount"":2}","t","52","f"
"428","7","2018-03-13","{""type"":""break"",""breakCountPref"":2,""breakCount"":3}","t","52","f"
"429","9","2018-03-13","{""type"":""break"",""breakCountPref"":2,""breakCount"":4}","t","50","f"
"430","1","2018-03-06","{""type"":""break"",""breakCountPref"":2,""breakCount"":2}","t","51","f"
"431","13","2018-03-13","{}","f","55","f"
"432","4","2018-02-21","{}","f","51","t"
"433","5","2018-02-22","{}","f","51","t"
"434","1","2018-03-13","{""type"":""break"",""breakCountPref"":2,""breakCount"":3}","t","29","f"
"435","8","2018-03-14","{""type"":""break"",""breakCountPref"":2,""breakCount"":4}","t","52","f"
"436","2","2018-03-14","{}","f","51","f"
"437","10","2018-03-14","{""type"":""break"",""breakCountPref"":2,""breakCount"":2}","t","50","f"
"438","14","2018-03-14","{""type"":""break"",""breakCountPref"":2,""breakCount"":2}","t","55","f"
"439","13","2018-03-13","{""type"":""break"",""breakCountPref"":2,""breakCount"":3}","t","54","f"
"440","14","2018-03-13","{""type"":""break"",""breakCountPref"":2,""breakCount"":3}","t","54","f"
"441","15","2018-03-15","{}","f","54","f"
"442","16","2018-03-15","{}","f","54","f"
"443","15","2018-03-15","{""type"":""break"",""breakCountPref"":2,""breakCount"":4}","t","55","f"
"444","9","2018-03-15","{""type"":""break"",""breakCountPref"":2,""breakCount"":4}","t","52","f"
"445","11","2018-03-15","{""type"":""break"",""breakCountPref"":2,""breakCount"":4}","t","50","f"
"446","16","2018-03-16","{""type"":""break"",""breakCountPref"":2,""breakCount"":2}","t","55","f"
"447","1","2018-03-16","{""type"":""break"",""breakCountPref"":2,""breakCount"":4}","t","58","f"
"448","2","2018-03-16","{""type"":""break"",""breakCountPref"":2,""breakCount"":4}","t","58","f"
"449","7","2018-03-19","{""type"":""break"",""breakCountPref"":2,""breakCount"":4}","t","53","f"
"450","8","2018-03-19","{""type"":""break"",""breakCountPref"":2,""breakCount"":4}","t","53","f"
"451","3","2018-03-19","{""type"":""break"",""breakCountPref"":2,""breakCount"":2}","t","58","f"
"452","4","2018-03-20","{}","f","58","f"
"453","5","2018-03-20","{}","f","58","f"
"454","3","2018-03-15","{}","f","51","f"
"455","4","2018-03-15","{}","f","51","f"
"456","17","2018-03-20","{""type"":""break"",""breakCountPref"":2,""breakCount"":2}","t","55","f"
"457","12","2018-03-21","{""type"":""break"",""breakCountPref"":2,""breakCount"":3}","t","50","f"
"458","17","2018-03-21","{""type"":""break"",""breakCountPref"":2,""breakCount"":2}","t","54","f"
"459","5","2018-03-21","{""type"":""break"",""breakCountPref"":2,""breakCount"":2}","t","51","f"
"460","6","2018-03-21","{""type"":""break"",""breakCountPref"":2,""breakCount"":2}","t","51","f"
"461","18","2018-03-22","{""type"":""break"",""breakCountPref"":2,""breakCount"":3}","t","55","f"
"462","18","2018-03-22","{}","f","54","f"
"463","19","2018-03-22","{}","f","54","f"
"464","9","2018-03-23","{""type"":""break"",""breakCountPref"":2,""breakCount"":5}","t","53","f"
"465","13","2018-03-22","{""type"":""break"",""breakCountPref"":2,""breakCount"":2}","t","50","f"
"466","20","2018-03-16","{""type"":""break"",""breakCountPref"":2,""breakCount"":2}","t","54","f"
"467","21","2018-03-17","{""type"":""break"",""breakCountPref"":2,""breakCount"":2}","t","54","f"
"468","22","2018-03-18","{}","f","54","f"
"469","23","2018-03-23","{}","f","54","f"
"470","24","2018-03-25","{}","f","54","f"
"471","7","2018-03-22","{""type"":""break"",""breakCountPref"":2,""breakCount"":4}","t","51","f"
"472","14","2018-03-19","{""type"":""break"",""breakCountPref"":2,""breakCount"":2}","t","50","f"
"473","15","2018-03-20","{}","f","50","f"
"474","16","2018-03-26","{""type"":""break"",""breakCountPref"":2,""breakCount"":3}","t","50","f"
"475","10","2018-03-22","{""type"":""break"",""breakCountPref"":2,""breakCount"":3}","t","52","f"
"476","10","2018-03-26","{""type"":""break"",""breakCountPref"":2,""breakCount"":3}","t","53","f"
"477","17","2018-03-27","{}","f","50","f"
"478","19","2018-03-23","{""type"":""break"",""breakCountPref"":2,""breakCount"":2}","t","55","f"
"479","25","2018-03-27","{""type"":""break"",""breakCountPref"":2,""breakCount"":4}","t","54","f"
"480","18","2018-03-28","{""type"":""break"",""breakCountPref"":2,""breakCount"":2}","t","50","f"
"481","26","2018-03-28","{""type"":""break"",""breakCountPref"":2,""breakCount"":2}","t","54","f"
"482","27","2018-03-28","{""type"":""break"",""breakCountPref"":2,""breakCount"":2}","t","54","f"
"483","28","2018-03-29","{}","f","54","f"
"484","29","2018-03-30","{}","f","54","f"
"485","30","2018-03-30","{}","f","54","f"
"486","20","2018-03-28","{""type"":""break"",""breakCountPref"":2,""breakCount"":3}","t","55","f"
"487","21","2018-03-28","{""type"":""break"",""breakCountPref"":2,""breakCount"":3}","t","55","f"
"488","31","2018-03-31","{""type"":""break"",""breakCountPref"":2,""breakCount"":2}","t","54","f"
"489","32","2018-03-31","{""type"":""break"",""breakCountPref"":2,""breakCount"":2}","t","54","f"
"490","33","2018-04-01","{}","f","54","f"
"491","34","2018-04-02","{""type"":""break"",""breakCountPref"":2,""breakCount"":3}","t","54","f"
"492","35","2018-04-02","{""type"":""break"",""breakCountPref"":2,""breakCount"":3}","t","54","f"
"493","11","2018-03-29","{""type"":""break"",""breakCountPref"":2,""breakCount"":3}","t","53","f"
"494","8","2018-03-27","{""type"":""break"",""breakCountPref"":2,""breakCount"":2}","t","51","f"
"495","19","2018-03-29","{""type"":""break"",""breakCountPref"":2,""breakCount"":3}","t","50","f"
"496","1","2018-03-29","{""type"":""break"",""breakCountPref"":2,""breakCount"":2}","t","57","f"
"497","12","2018-04-04","{""type"":""break"",""breakCountPref"":2,""breakCount"":2}","t","53","f"
"498","36","2018-04-03","{""type"":""break"",""breakCountPref"":2,""breakCount"":3}","t","54","f"
"499","22","2018-04-04","{""type"":""break"",""breakCountPref"":2,""breakCount"":2}","t","55","f"
"500","23","2018-04-04","{""type"":""break"",""breakCountPref"":2,""breakCount"":2}","t","55","f"
"501","37","2018-04-06","{""type"":""break"",""breakCountPref"":2,""breakCount"":2}","t","54","f"
"502","6","2018-03-29","{""type"":""break"",""breakCountPref"":2,""breakCount"":2}","t","58","f"
"503","11","2018-03-29","{""type"":""break"",""breakCountPref"":2,""breakCount"":2}","t","52","f"
"504","7","2018-03-28","{""type"":""break"",""breakCountPref"":2,""breakCount"":2}","t","58","f"
"505","2","2018-04-09","{""type"":""break"",""breakCountPref"":2,""breakCount"":2}","t","57","f"
"506","8","2018-04-09","{""type"":""break"",""breakCountPref"":2,""breakCount"":3}","t","58","f"
"507","38","2018-04-09","{""type"":""break"",""breakCountPref"":2,""breakCount"":3}","t","54","f"
"508","13","2018-04-10","{""type"":""break"",""breakCountPref"":2,""breakCount"":2}","t","53","f"
"509","14","2018-04-10","{""type"":""break"",""breakCountPref"":2,""breakCount"":2}","t","53","f"
"510","15","2018-04-11","{""type"":""break"",""breakCountPref"":2,""breakCount"":2}","t","53","f"
"511","16","2018-04-11","{""type"":""break"",""breakCountPref"":2,""breakCount"":2}","t","53","f"
"512","20","2018-04-11","{""type"":""break"",""breakCountPref"":2,""breakCount"":3}","t","50","f"
"513","12","2018-04-11","{""type"":""break"",""breakCountPref"":2,""breakCount"":6}","t","52","f"
"514","13","2018-04-11","{""type"":""break"",""breakCountPref"":2,""breakCount"":6}","t","52","f"
"515","17","2018-04-12","{""type"":""break"",""breakCountPref"":2,""breakCount"":3}","t","53","f"
"516","39","2018-04-15","{""type"":""break"",""breakCountPref"":2,""breakCount"":6}","t","54","f"
"517","21","2018-04-12","{""type"":""break"",""breakCountPref"":2,""breakCount"":3}","t","50","f"
"518","24","2018-04-16","{""type"":""break"",""breakCountPref"":2,""breakCount"":4}","t","55","f"
"519","22","2018-04-17","{""type"":""break"",""breakCountPref"":2,""breakCount"":3}","t","50","f"
"520","12","2018-04-11","{""type"":""break"",""breakCountPref"":2,""breakCount"":3}","t","41","f"
"521","40","2018-04-16","{""type"":""break"",""breakCountPref"":2,""breakCount"":2}","t","54","f"
"522","25","2018-04-17","{""type"":""break"",""breakCountPref"":2,""breakCount"":3}","t","55","f"
"523","26","2018-04-17","{""type"":""break"",""breakCountPref"":2,""breakCount"":3}","t","55","f"
"524","27","2018-04-18","{""type"":""break"",""breakCountPref"":2,""breakCount"":5}","t","55","f"
"525","28","2018-04-18","{""type"":""break"",""breakCountPref"":2,""breakCount"":5}","t","55","f"
"526","4","2018-04-19","{""type"":""break"",""breakCountPref"":1,""breakCount"":3}","t","39","f"
"527","14","2018-04-13","{""type"":""break"",""breakCountPref"":2,""breakCount"":3}","t","52","f"
"528","15","2018-04-13","{""type"":""break"",""breakCountPref"":2,""breakCount"":3}","t","52","f"
"529","16","2018-04-16","{""type"":""break"",""breakCountPref"":2,""breakCount"":4}","t","52","f"
"530","17","2018-04-16","{""type"":""break"",""breakCountPref"":2,""breakCount"":4}","t","52","f"
"531","18","2018-04-17","{""type"":""break"",""breakCountPref"":2,""breakCount"":6}","t","52","f"
"532","19","2018-04-18","{""type"":""break"",""breakCountPref"":2,""breakCount"":3}","t","52","f"
"533","20","2018-04-19","{""type"":""break"",""breakCountPref"":2,""breakCount"":2}","t","52","f"
"534","9","2018-04-20","{""type"":""break"",""breakCountPref"":2,""breakCount"":5}","t","58","f"
"535","10","2018-04-20","{""type"":""break"",""breakCountPref"":2,""breakCount"":5}","t","58","f"
"536","18","2018-04-20","{""type"":""break"",""breakCountPref"":2,""breakCount"":6}","t","53","f"
"537","19","2018-04-20","{""type"":""break"",""breakCountPref"":2,""breakCount"":6}","t","53","f"
"538","11","2018-04-21","{""type"":""break"",""breakCountPref"":2,""breakCount"":2}","t","58","f"
"539","13","2018-04-19","{""type"":""break"",""breakCountPref"":2,""breakCount"":2}","t","41","f"
"540","12","2018-04-22","{""type"":""break"",""breakCountPref"":2,""breakCount"":5}","t","58","f"
"541","13","2018-04-22","{""type"":""break"",""breakCountPref"":2,""breakCount"":5}","t","58","f"
"542","23","2018-04-23","{""type"":""break"",""breakCountPref"":2,""breakCount"":4}","t","50","f"
"543","24","2018-04-24","{""type"":""break"",""breakCountPref"":2,""breakCount"":4}","t","50","f"
"544","14","2018-04-24","{""type"":""break"",""breakCountPref"":2,""breakCount"":2}","t","58","f"
"545","20","2018-03-13","{""type"":""break"",""breakCountPref"":2,""breakCount"":2}","t","53","f"
"546","21","2018-03-13","{""type"":""break"",""breakCountPref"":2,""breakCount"":2}","t","53","f"
"547","22","2018-03-16","{""type"":""break"",""breakCountPref"":2,""breakCount"":2}","t","53","f"
"548","23","2018-03-16","{""type"":""break"",""breakCountPref"":2,""breakCount"":2}","t","53","f"
"549","24","2018-03-28","{""type"":""break"",""breakCountPref"":2,""breakCount"":2}","t","53","f"
"550","25","2018-03-28","{""type"":""break"",""breakCountPref"":2,""breakCount"":2}","t","53","f"
"551","9","2018-04-23","{}","f","51","f"
"552","5","2018-04-20","{""type"":""break"",""breakCountPref"":1,""breakCount"":1}","t","39","f"
"553","6","2018-04-20","{""type"":""break"",""breakCountPref"":1,""breakCount"":1}","t","39","f"
"554","7","2018-04-24","{""type"":""break"",""breakCountPref"":1,""breakCount"":2}","t","39","f"
"555","8","2018-04-24","{""type"":""break"",""breakCountPref"":1,""breakCount"":2}","t","39","f"
"556","15","2018-04-25","{""type"":""break"",""breakCountPref"":2,""breakCount"":2}","t","58","f"
"557","29","2018-04-20","{""type"":""break"",""breakCountPref"":2,""breakCount"":2}","t","55","f"
"558","21","2018-02-28","{""type"":""break"",""breakCountPref"":0,""breakCount"":0}","t","52","f"
"559","22","2018-03-01","{""type"":""break"",""breakCountPref"":0,""breakCount"":1}","t","52","f"
"560","23","2018-03-01","{""type"":""break"",""breakCountPref"":0,""breakCount"":1}","t","52","f"
"561","24","2018-03-02","{""type"":""break"",""breakCountPref"":0,""breakCount"":0}","t","52","f"
"562","25","2018-03-02","{""type"":""break"",""breakCountPref"":0,""breakCount"":0}","t","52","f"
"563","26","2018-03-03","{""type"":""break"",""breakCountPref"":0,""breakCount"":0}","t","52","f"
"564","27","2018-03-03","{""type"":""break"",""breakCountPref"":0,""breakCount"":0}","t","52","f"
"565","28","2018-03-04","{""type"":""break"",""breakCountPref"":0,""breakCount"":0}","t","52","f"
"566","29","2018-03-04","{""type"":""break"",""breakCountPref"":0,""breakCount"":0}","t","52","f"
"567","9","2018-04-25","{""type"":""break"",""breakCountPref"":1,""breakCount"":1}","t","39","f"
"568","30","2018-03-09","{""type"":""break"",""breakCountPref"":0,""breakCount"":0}","t","52","f"
"569","31","2018-03-09","{""type"":""break"",""breakCountPref"":0,""breakCount"":0}","t","52","f"
"570","32","2018-03-10","{""type"":""break"",""breakCountPref"":0,""breakCount"":0}","t","52","f"
"571","33","2018-03-11","{""type"":""break"",""breakCountPref"":0,""breakCount"":0}","t","52","f"
"572","34","2018-03-10","{""type"":""break"",""breakCountPref"":0,""breakCount"":0}","t","52","f"
"573","35","2018-03-12","{""type"":""break"",""breakCountPref"":0,""breakCount"":0}","t","52","f"
"574","36","2018-03-12","{""type"":""break"",""breakCountPref"":0,""breakCount"":0}","t","52","f"
"575","37","2018-03-16","{""type"":""break"",""breakCountPref"":0,""breakCount"":0}","t","52","f"
"576","38","2018-03-16","{""type"":""break"",""breakCountPref"":0,""breakCount"":0}","t","52","f"
"577","39","2018-03-17","{""type"":""break"",""breakCountPref"":0,""breakCount"":0}","t","52","f"
"578","40","2018-03-17","{""type"":""break"",""breakCountPref"":0,""breakCount"":0}","t","52","f"
"579","41","2018-03-18","{""type"":""break"",""breakCountPref"":0,""breakCount"":0}","t","52","f"
"580","42","2018-03-18","{""type"":""break"",""breakCountPref"":0,""breakCount"":0}","t","52","f"
"581","43","2018-03-19","{""type"":""break"",""breakCountPref"":0,""breakCount"":1}","t","52","f"
"582","44","2018-03-19","{""type"":""break"",""breakCountPref"":0,""breakCount"":1}","t","52","f"
"583","45","2018-03-20","{""type"":""break"",""breakCountPref"":0,""breakCount"":0}","t","52","f"
"584","46","2018-03-20","{""type"":""break"",""breakCountPref"":0,""breakCount"":0}","t","52","f"
"585","47","2018-03-21","{""type"":""break"",""breakCountPref"":0,""breakCount"":0}","t","52","f"
"586","48","2018-03-21","{""type"":""break"",""breakCountPref"":0,""breakCount"":0}","t","52","f"
"587","49","2018-03-23","{""type"":""break"",""breakCountPref"":0,""breakCount"":0}","t","52","f"
"588","50","2018-03-23","{""type"":""break"",""breakCountPref"":0,""breakCount"":0}","t","52","f"
"589","51","2018-03-24","{""type"":""break"",""breakCountPref"":0,""breakCount"":0}","t","52","f"
"590","52","2018-03-24","{""type"":""break"",""breakCountPref"":0,""breakCount"":0}","t","52","f"
"591","53","2018-03-25","{""type"":""break"",""breakCountPref"":0,""breakCount"":0}","t","52","f"
"592","54","2018-03-26","{""type"":""break"",""breakCountPref"":0,""breakCount"":0}","t","52","f"
"593","55","2018-03-25","{""type"":""break"",""breakCountPref"":0,""breakCount"":0}","t","52","f"
"594","56","2018-03-27","{""type"":""break"",""breakCountPref"":0,""breakCount"":0}","t","52","f"
"595","57","2018-03-27","{""type"":""break"",""breakCountPref"":0,""breakCount"":0}","t","52","f"
"596","58","2018-03-28","{""type"":""break"",""breakCountPref"":0,""breakCount"":1}","t","52","f"
"597","59","2018-03-28","{""type"":""break"",""breakCountPref"":0,""breakCount"":1}","t","52","f"
"598","60","2018-03-30","{""type"":""break"",""breakCountPref"":0,""breakCount"":0}","t","52","f"
"599","61","2018-03-30","{""type"":""break"",""breakCountPref"":0,""breakCount"":0}","t","52","f"
"600","62","2018-03-31","{""type"":""break"",""breakCountPref"":0,""breakCount"":0}","t","52","f"
"601","63","2018-03-31","{""type"":""break"",""breakCountPref"":0,""breakCount"":0}","t","52","f"
"602","64","2018-04-01","{""type"":""break"",""breakCountPref"":0,""breakCount"":0}","t","52","f"
"603","65","2018-04-01","{""type"":""break"",""breakCountPref"":0,""breakCount"":0}","t","52","f"
"604","66","2018-04-02","{""type"":""break"",""breakCountPref"":0,""breakCount"":0}","t","52","f"
"605","67","2018-04-02","{""type"":""break"",""breakCountPref"":0,""breakCount"":0}","t","52","f"
"606","68","2018-04-03","{""type"":""break"",""breakCountPref"":0,""breakCount"":0}","t","52","f"
"607","69","2018-04-03","{""type"":""break"",""breakCountPref"":0,""breakCount"":0}","t","52","f"
"608","70","2018-04-04","{""type"":""break"",""breakCountPref"":0,""breakCount"":0}","t","52","f"
"609","71","2018-04-04","{""type"":""break"",""breakCountPref"":0,""breakCount"":0}","t","52","f"
"610","72","2018-04-05","{""type"":""break"",""breakCountPref"":0,""breakCount"":0}","t","52","f"
"611","73","2018-04-05","{""type"":""break"",""breakCountPref"":0,""breakCount"":0}","t","52","f"
"612","74","2018-04-06","{""type"":""break"",""breakCountPref"":0,""breakCount"":0}","t","52","f"
"613","75","2018-04-06","{""type"":""break"",""breakCountPref"":0,""breakCount"":0}","t","52","f"
"614","76","2018-04-07","{""type"":""break"",""breakCountPref"":0,""breakCount"":0}","t","52","f"
"615","77","2018-04-07","{""type"":""break"",""breakCountPref"":0,""breakCount"":0}","t","52","f"
"616","78","2018-04-08","{""type"":""break"",""breakCountPref"":0,""breakCount"":0}","t","52","f"
"617","79","2018-04-08","{""type"":""break"",""breakCountPref"":0,""breakCount"":0}","t","52","f"
"618","80","2018-04-09","{""type"":""break"",""breakCountPref"":0,""breakCount"":0}","t","52","f"
"619","81","2018-04-09","{""type"":""break"",""breakCountPref"":0,""breakCount"":0}","t","52","f"
"620","82","2018-04-10","{""type"":""break"",""breakCountPref"":0,""breakCount"":1}","t","52","f"
"621","83","2018-04-10","{""type"":""break"",""breakCountPref"":0,""breakCount"":1}","t","52","f"
"622","84","2018-04-12","{""type"":""break"",""breakCountPref"":0,""breakCount"":4}","t","52","f"
"623","85","2018-04-12","{""type"":""break"",""breakCountPref"":0,""breakCount"":4}","t","52","f"
"624","86","2018-04-14","{""type"":""break"",""breakCountPref"":0,""breakCount"":0}","t","52","f"
"625","87","2018-04-14","{""type"":""break"",""breakCountPref"":0,""breakCount"":0}","t","52","f"
"626","88","2018-04-15","{""type"":""break"",""breakCountPref"":0,""breakCount"":0}","t","52","f"
"627","89","2018-04-15","{""type"":""break"",""breakCountPref"":0,""breakCount"":0}","t","52","f"
"628","90","2018-04-20","{""type"":""break"",""breakCountPref"":0,""breakCount"":0}","t","52","f"
"629","91","2018-04-20","{""type"":""break"",""breakCountPref"":0,""breakCount"":0}","t","52","f"
"630","92","2018-04-21","{""type"":""break"",""breakCountPref"":0,""breakCount"":0}","t","52","f"
"631","93","2018-04-21","{""type"":""break"",""breakCountPref"":0,""breakCount"":0}","t","52","f"
"632","94","2018-04-22","{""type"":""break"",""breakCountPref"":0,""breakCount"":0}","t","52","f"
"633","95","2018-04-22","{""type"":""break"",""breakCountPref"":0,""breakCount"":0}","t","52","f"
"634","96","2018-04-23","{""type"":""break"",""breakCountPref"":0,""breakCount"":1}","t","52","f"
"635","97","2018-04-23","{""type"":""break"",""breakCountPref"":0,""breakCount"":1}","t","52","f"
"636","98","2018-04-24","{""type"":""break"",""breakCountPref"":0,""breakCount"":4}","t","52","f"
"637","99","2018-04-24","{""type"":""break"",""breakCountPref"":0,""breakCount"":4}","t","52","f"
"638","100","2018-04-25","{""type"":""break"",""breakCountPref"":0,""breakCount"":0}","t","52","f"
"639","101","2018-04-25","{""type"":""break"",""breakCountPref"":0,""breakCount"":0}","t","52","f"
"640","10","2018-04-16","{""type"":""break"",""breakCountPref"":2,""breakCount"":2}","t","51","f"
"641","10","2018-04-26","{""type"":""break"",""breakCountPref"":1,""breakCount"":3}","t","39","f"
"642","102","2018-04-26","{""type"":""break"",""breakCountPref"":0,""breakCount"":2}","t","52","f"
"643","103","2018-04-27","{""type"":""break"",""breakCountPref"":0,""breakCount"":0}","t","52","f"
"644","104","2018-04-27","{""type"":""break"",""breakCountPref"":0,""breakCount"":0}","t","52","f"
"645","105","2018-04-28","{""type"":""break"",""breakCountPref"":0,""breakCount"":0}","t","52","f"
"646","106","2018-04-28","{""type"":""break"",""breakCountPref"":0,""breakCount"":0}","t","52","f"
"647","107","2018-04-29","{""type"":""break"",""breakCountPref"":0,""breakCount"":0}","t","52","f"
"648","108","2018-04-29","{""type"":""break"",""breakCountPref"":0,""breakCount"":0}","t","52","f"
"649","25","2018-04-26","{""type"":""break"",""breakCountPref"":2,""breakCount"":4}","t","50","f"
"650","109","2018-04-30","{""type"":""break"",""breakCountPref"":0,""breakCount"":4}","t","52","f"
"651","16","2018-04-30","{""type"":""break"",""breakCountPref"":2,""breakCount"":2}","t","58","f"
"652","110","2018-05-01","{""type"":""break"",""breakCountPref"":0,""breakCount"":5}","t","52","f"
"653","111","2018-05-02","{""type"":""break"",""breakCountPref"":0,""breakCount"":3}","t","52","f"
"654","112","2018-05-02","{""type"":""break"",""breakCountPref"":0,""breakCount"":3}","t","52","f"
"655","14","2018-04-22","{""type"":""break"",""breakCountPref"":2,""breakCount"":2}","t","41","f"
"656","15","2018-04-22","{""type"":""break"",""breakCountPref"":2,""breakCount"":2}","t","41","f"
"657","113","2018-05-03","{""type"":""break"",""breakCountPref"":0,""breakCount"":4}","t","52","f"
"658","114","2018-05-04","{""type"":""break"",""breakCountPref"":0,""breakCount"":0}","t","52","f"
"659","115","2018-05-05","{""type"":""break"",""breakCountPref"":0,""breakCount"":0}","t","52","f"
"660","116","2018-05-06","{""type"":""break"",""breakCountPref"":0,""breakCount"":0}","t","52","f"
"661","117","2018-05-07","{""type"":""break"",""breakCountPref"":0,""breakCount"":0}","t","52","f"
"662","16","2018-05-03","{""type"":""break"",""breakCountPref"":2,""breakCount"":3}","t","41","f"
"663","17","2018-04-13","{""type"":""break"",""breakCountPref"":2,""breakCount"":2}","t","58","f"
"664","18","2018-04-26","{}","f","58","f"
"665","19","2018-05-01","{""type"":""break"",""breakCountPref"":2,""breakCount"":2}","t","58","f"
"666","20","2018-05-02","{""type"":""break"",""breakCountPref"":2,""breakCount"":2}","t","58","f"
"667","118","2018-05-08","{""type"":""break"",""breakCountPref"":0,""breakCount"":5}","t","52","f"
"668","119","2018-05-08","{""type"":""break"",""breakCountPref"":0,""breakCount"":5}","t","52","f"
"669","17","2018-05-08","{}","f","41","f"
"670","26","2018-02-28","{""type"":""break"",""breakCountPref"":2,""breakCount"":2}","t","53","f"
"671","27","2018-03-01","{}","f","53","f"
"672","28","2018-03-01","{}","f","53","f"
"673","29","2018-03-05","{""type"":""break"",""breakCountPref"":2,""breakCount"":3}","t","53","f"
"674","30","2018-03-05","{""type"":""break"",""breakCountPref"":2,""breakCount"":3}","t","53","f"
"675","31","2018-03-07","{""type"":""break"",""breakCountPref"":2,""breakCount"":3}","t","53","f"
"676","32","2018-03-07","{""type"":""break"",""breakCountPref"":2,""breakCount"":3}","t","53","f"
"677","33","2018-03-20","{""type"":""break"",""breakCountPref"":2,""breakCount"":2}","t","53","f"
"678","34","2018-03-20","{""type"":""break"",""breakCountPref"":2,""breakCount"":2}","t","53","f"
"679","35","2018-04-13","{""type"":""break"",""breakCountPref"":2,""breakCount"":3}","t","53","f"
"680","36","2018-04-13","{""type"":""break"",""breakCountPref"":2,""breakCount"":3}","t","53","f"
"681","37","2018-04-16","{""type"":""break"",""breakCountPref"":2,""breakCount"":2}","t","53","f"
"682","38","2018-04-16","{""type"":""break"",""breakCountPref"":2,""breakCount"":2}","t","53","f"
"683","39","2018-04-25","{}","f","53","f"
"684","40","2018-04-25","{}","f","53","f"
"685","120","2018-05-09","{""type"":""break"",""breakCountPref"":0,""breakCount"":3}","t","52","f"
"686","18","2018-05-09","{""type"":""break"",""breakCountPref"":2,""breakCount"":2}","t","41","f"
"687","19","2018-05-10","{""type"":""break"",""breakCountPref"":2,""breakCount"":3}","t","41","f"
"688","20","2018-05-10","{""type"":""break"",""breakCountPref"":2,""breakCount"":3}","t","41","f"
"689","121","2018-05-10","{""type"":""break"",""breakCountPref"":0,""breakCount"":1}","t","52","f"
"690","122","2018-05-11","{""type"":""break"",""breakCountPref"":0,""breakCount"":0}","t","52","f"
"691","123","2018-05-12","{""type"":""break"",""breakCountPref"":0,""breakCount"":0}","t","52","f"
"692","124","2018-05-13","{""type"":""break"",""breakCountPref"":0,""breakCount"":0}","t","52","f"
"693","21","2018-05-11","{""type"":""break"",""breakCountPref"":2,""breakCount"":2}","t","41","f"
"694","22","2018-05-11","{""type"":""break"",""breakCountPref"":2,""breakCount"":2}","t","41","f"
"695","125","2018-05-14","{""type"":""break"",""breakCountPref"":0,""breakCount"":3}","t","52","f"
"696","126","2018-05-14","{""type"":""break"",""breakCountPref"":0,""breakCount"":3}","t","52","f"
"697","127","2018-05-15","{""type"":""break"",""breakCountPref"":0,""breakCount"":0}","t","52","f"
"698","128","2018-05-15","{""type"":""break"",""breakCountPref"":0,""breakCount"":0}","t","52","f"
"699","129","2018-05-16","{""type"":""break"",""breakCountPref"":0,""breakCount"":4}","t","52","f"
"700","130","2018-05-16","{""type"":""break"",""breakCountPref"":0,""breakCount"":4}","t","52","f"
"701","23","2018-05-15","{""type"":""break"",""breakCountPref"":2,""breakCount"":2}","t","41","f"
