"id","appID","timestamp","status","user_id","lite"
"3321","77","2018-04-25 06:29:31.554+00","t","52","f"
"3322","117","2018-04-25 07:29:56.42+00","t","50","f"
"3323","22","2018-04-25 08:32:37.554+00","t","39","f"
"3324","67","2018-04-25 09:42:35.013+00","t","53","f"
"3325","69","2018-04-25 09:42:40.002+00","t","58","f"
"3326","25","2018-04-25 08:35:57.137+00","t","51","f"
"3327","78","2018-04-25 14:15:19.477+00","f","52","f"
"3328","7","2018-04-25 10:02:34.429+00","t","30","f"
"3329","70","2018-04-25 14:54:17.671+00","f","58","f"
"3330","68","2018-04-25 14:54:13.993+00","f","53","f"
"3331","23","2018-04-25 15:22:53.303+00","f","39","f"
"3332","26","2018-04-25 16:48:29.451+00","f","51","f"
"3333","69","2018-04-25 17:22:39.815+00","t","53","f"
"3334","70","2018-04-25 20:04:42.969+00","f","53","f"
"3335","71","2018-04-25 20:04:53.141+00","t","53","f"
"3336","72","2018-04-25 20:05:25.845+00","f","53","f"
"3337","79","2018-04-26 06:44:30.301+00","t","52","f"
"3338","118","2018-04-26 07:50:13.728+00","t","50","f"
"3339","24","2018-04-26 08:09:40.412+00","t","39","f"
"3340","71","2018-04-26 11:59:17.827+00","t","58","f"
"3341","72","2018-04-26 12:53:33.696+00","f","58","f"
"3342","73","2018-04-26 12:53:50.231+00","t","58","f"
"3343","74","2018-04-26 12:54:10.522+00","f","58","f"
"3344","75","2018-04-26 12:54:12.854+00","t","58","f"
"3345","76","2018-04-26 12:57:25.986+00","f","58","f"
"3346","77","2018-04-26 12:57:29.98+00","t","58","f"
"3347","80","2018-04-26 14:12:37.621+00","f","52","f"
"3348","27","2018-04-26 07:22:10.983+00","t","51","f"
"3349","28","2018-04-26 15:00:02.599+00","f","51","f"
"3350","29","2018-04-26 15:59:04.263+00","t","51","f"
"3351","25","2018-04-26 16:02:23.707+00","f","39","f"
"3352","26","2018-04-27 08:55:07.53+00","t","39","f"
"3353","27","2018-04-27 12:00:15.243+00","f","39","f"
"3354","78","2018-04-26 15:31:10.665+00","f","58","f"
"3355","79","2018-04-30 06:26:05.802+00","t","58","f"
"3356","81","2018-04-30 06:31:22.109+00","t","52","f"
"3357","119","2018-04-30 07:32:33.484+00","t","50","f"
"3358","80","2018-04-30 12:34:36.336+00","f","58","f"
"3359","81","2018-04-30 12:34:38.224+00","t","58","f"
"3360","82","2018-04-30 13:56:14.894+00","f","58","f"
